"Filter 1","Filter 2","Country_Code","Country Individualism","C","Gender","AV1.4","AV3.3.1","AV3.3.2","AV3.3.3","AV3.3.4","AV3.3.5","AV3.3.6","AV3.3.7","AV3.3.8","AV3.3.9","AV3.3.10","AV3.3.11","AV3.3.12","NPQC-R","Narcissism","AV3.4.1","AV3.4.2","AV3.4.3","AV3.4.4","AV3.4.5","AV3.4.6","AV3.4.7","AV3.4.8","AV3.4.9","AV3.4.10","AV3.4.11","AV3.4.12","AV3.4.13","NPI-13","AV4.1.1","AV4.1.2","AV4.1.3","AV4.1.4","AV4.1.5","AV4.1.6","AV4.1.7","Social Media Use","AV4.3.1","AV4.3.2","AV4.3.3","AV4.3.4","AV4.3.5","AV4.3.6","AV4.3.7","AV4.3.8","AV4.3.9","AV4.3.10","AV4.3.11","AV4.3.12","Active Facebook Use","AV4.3.13","Facebook Friends","FB Years","AV4.10.1","AV4.10.2","AV4.10.3","AV4.10.4","SCA","High Low Agentic"
0,1,3,"Mid","Spain",1,3,5,4,2,3,3,4,5,4,3,1,2,3,3.25,"High",2,1,1,2,1,1,2,1,1,2,1,2,2,2.0,1,1,,6,1,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,1,1,1,1.0,"Low egocentric Use"
0,0,3,"Mid","Spain",2,3,3,5,2,3,3,5,4,3,3,3,2,1,3.0833333333333335,"High",2,2,2,2,1,1,1,2,1,2,2,2,1,6.0,2,2,3,4,2,3,2,2.5714285714285716,2,3,3,2,2,3,3,3,3,2,2,3,2.5384615384615383,2,2,3,2,1,2,1,1.5,"Low egocentric Use"
0,0,3,"Mid","Spain",2,3,5,5,4,3,5,5,5,4,4,2,4,5,4.25,"High",2,1,1,2,2,1,1,2,2,2,1,2,1,7.0,1,1,7,7,1,5,1,3.2857142857142856,2,1,2,1,2,2,3,1,2,1,1,1,1.5384615384615385,1,2,3,2,1,3,1,1.75,"Low egocentric Use"
0,1,3,"Mid","Spain",1,3,5,5,5,4,3,5,4,5,5,1,4,4,4.166666666666667,"High",1,2,1,2,1,1,2,1,2,2,2,2,2,6.0,1,1,3,5,1,2,1,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,1,2,1,1.25,"Low egocentric Use"
0,0,3,"Mid","Spain",2,3,3,5,3,4,5,5,3,1,3,1,1,3,3.0833333333333335,"High",2,2,2,1,1,2,2,1,2,1,1,2,1,5.0,1,1,1,5,1,7,1,2.4285714285714284,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,1,1,1,1.0,"Low egocentric Use"
0,0,3,"Mid","Spain",2,3,5,4,3,3,2,4,4,1,2,2,1,1,2.6666666666666665,"Low",2,2,1,2,1,2,1,1,1,1,1,2,1,5.0,1,1,2,3,1,2,2,1.7142857142857142,1,1,1,1,1,1,1,,1,1,1,1,,1,,,2,2,3,1,2.0,"High egocentric Use"
0,0,3,"Mid","Spain",2,3,3,4,2,3,3,4,4,3,1,3,2,4,3.0,"Low",1,2,1,1,1,1,1,1,2,1,1,2,1,9.0,1,1,4,3,1,5,1,2.2857142857142856,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,1,4,2,2.0,"High egocentric Use"
0,0,3,"Mid","Spain",2,3,4,3,3,4,3,4,2,2,1,5,3,4,3.1666666666666665,"High",2,1,1,1,2,2,1,2,2,1,1,2,1,8.0,1,1,5,4,2,5,2,2.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,4,2,5,2,3.25,"High egocentric Use"
0,0,3,"Mid","Spain",2,3,4,2,5,1,5,4,5,5,4,5,4,3,3.9166666666666665,"High",1,2,2,2,1,1,1,2,2,1,1,1,2,8.0,1,1,5,3,2,4,1,2.4285714285714284,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,5,2,5,2,3.5,"High egocentric Use"
0,1,3,"Mid","Spain",1,3,2,3,1,3,3,3,1,1,1,1,1,1,1.75,"Low",2,1,2,2,1,2,2,1,1,2,1,2,2,0.0,1,1,1,7,1,4,1,2.2857142857142856,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,1,1,1,1.0,"Low egocentric Use"
0,0,3,"Mid","Spain",2,3,3,4,2,2,2,4,5,3,3,1,2,2,2.75,"Low",2,1,2,2,1,2,1,1,1,1,1,2,2,2.0,1,1,6,4,1,5,6,3.4285714285714284,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,1,1,3,1.5,"Low egocentric Use"
0,1,3,"Mid","Spain",1,3,4,4,2,2,2,3,3,1,1,2,2,4,2.5,"Low",2,2,2,1,1,2,1,1,1,2,1,2,2,3.0,1,1,1,7,1,5,3,2.7142857142857144,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,1,1,1,1.0,"Low egocentric Use"
0,0,3,"Mid","Spain",2,3,5,4,4,4,4,4,5,3,3,3,2,3,3.6666666666666665,"High",2,2,2,2,1,2,2,1,1,2,1,2,1,2.0,1,1,6,7,2,5,1,3.2857142857142856,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,3,1,2,1,1.75,"Low egocentric Use"
0,1,3,"Mid","Spain",1,3,4,4,2,3,1,4,1,3,2,3,1,1,2.4166666666666665,"Low",2,2,1,2,2,2,1,1,1,2,2,2,2,5.0,1,1,,6,1,7,1,,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,3,2,4,2,2.75,"High egocentric Use"
0,0,3,"Mid","Spain",2,5,5,3,2,2,3,2,2,2,1,1,1,1,2.0833333333333335,"Low",2,2,1,2,1,2,1,1,2,2,1,2,2,4.0,1,1,1,2,1,1,1,1.1428571428571428,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,1,1,1,1.0,"Low egocentric Use"
0,1,3,"Mid","Spain",1,3,4,4,4,3,4,4,3,3,3,4,3,2,3.4166666666666665,"High",2,1,2,2,1,2,2,1,1,1,1,2,2,1.0,1,1,4,6,1,7,1,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,2,1,1,1,1.25,"Low egocentric Use"
0,0,3,"Mid","Spain",2,3,4,4,3,3,3,2,4,3,2,2,1,3,2.8333333333333335,"Low",2,1,2,2,1,2,1,1,1,2,1,2,1,2.0,1,1,7,7,4,2,1,3.2857142857142856,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,3,1,5,1,2.5,"High egocentric Use"
0,1,3,"Mid","Spain",1,3,5,5,3,5,5,5,4,3,3,3,3,4,4.0,"High",2,2,1,1,1,1,2,2,,2,2,2,1,,1,1,6,7,1,7,4,3.857142857142857,1,1,1,1,1,1,2,2,1,1,1,1,1.1538461538461537,1,5,3,4,1,1,1,1.75,"Low egocentric Use"
0,0,3,"Mid","Spain",2,3,3,3,3,2,4,3,2,2,2,3,2,3,2.6666666666666665,"Low",2,2,1,2,1,2,1,2,2,2,2,2,1,7.0,1,1,6,5,1,6,1,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,3,2,1,,,
0,1,3,"Mid","Spain",1,3,3,3,2,3,2,3,3,1,1,2,1,1,2.0833333333333335,"Low",2,1,,2,1,2,2,1,1,2,1,2,2,,2,2,3,4,3,,2,,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,2,1,1,1,1.25,"Low egocentric Use"
0,1,3,"Mid","Spain",1,3,4,4,5,4,,4,5,,2,3,3,1,,,2,1,2,1,1,1,2,1,2,2,1,2,2,3.0,1,1,1,5,1,1,1,1.5714285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,1,1,1,1.0,"Low egocentric Use"
0,1,3,"Mid","Spain",1,3,2,5,4,5,3,5,3,4,,5,4,5,,,2,1,,2,1,2,2,1,1,1,1,,2,,1,1,5,6,1,4,2,2.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,2,1,1,1,1.25,"Low egocentric Use"
0,1,3,"Mid","Spain",1,3,5,5,4,3,4,4,2,2,1,4,1,2,3.0833333333333335,"High",2,1,,2,1,2,2,1,2,2,1,2,2,,5,5,5,6,6,1,,,2,1,1,1,1,1,1,1,1,1,1,1,1.0769230769230769,1,,,1,1,1,2,1.25,"Low egocentric Use"
0,1,3,"Mid","Spain",1,3,5,5,4,4,4,5,5,4,4,4,4,4,4.333333333333333,"High",2,1,2,1,1,1,2,2,1,1,2,1,1,7.0,3,3,2,4,3,2,5,3.142857142857143,1,1,1,2,4,3,2,4,3,2,4,3,2.4615384615384617,2,,,3,2,4,3,3.0,"High egocentric Use"
0,0,3,"Mid","Spain",2,3,3,4,5,4,4,4,4,5,4,4,5,3,4.083333333333333,"High",1,2,1,2,1,1,2,1,1,1,1,1,2,6.0,1,1,1,7,1,5,6,3.142857142857143,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,1,1,1,1.0,"Low egocentric Use"
0,1,3,"Mid","Spain",1,3,5,5,5,5,5,3,3,2,4,5,4,2,4.0,"High",2,2,1,2,1,1,1,1,2,1,1,2,1,7.0,3,3,4,5,2,7,4,4.0,2,3,2,2,3,3,2,3,2,3,3,4,2.6153846153846154,2,3,4,3,5,4,3,3.75,"High egocentric Use"
0,0,3,"Mid","Spain",2,3,4,3,4,5,3,3,4,4,4,3,2,2,3.4166666666666665,"High",1,2,2,2,1,2,2,1,1,2,1,1,1,4.0,1,1,7,6,2,7,2,3.7142857142857144,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,2,1,4,2.0,"High egocentric Use"
0,1,3,"Mid","Spain",1,3,3,4,3,3,4,5,5,2,1,2,1,1,2.8333333333333335,"Low",2,2,2,2,1,2,1,2,2,2,,,,,3,3,3,3,3,3,3,3.0,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3,,,1,1,2,1,1.25,"Low egocentric Use"
0,0,3,"Mid","Spain",2,3,2,3,1,1,1,1,1,1,2,4,2,1,1.6666666666666667,"Low",2,1,,1,1,2,2,1,1,1,1,2,1,,1,1,6,6,1,7,1,3.2857142857142856,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,2,1,4,1,2.0,"High egocentric Use"
0,0,3,"Mid","Spain",2,3,3,4,1,1,1,4,2,1,1,5,1,1,2.0833333333333335,"Low",2,1,,2,1,2,2,1,1,2,1,2,2,,1,1,5,5,4,6,1,3.2857142857142856,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,1,2,2,1.5,"Low egocentric Use"
0,0,3,"Mid","Spain",2,3,2,4,1,3,2,3,3,2,2,3,2,5,2.6666666666666665,"Low",2,1,,2,1,2,2,1,1,2,1,2,2,,2,2,3,5,1,5,1,2.7142857142857144,2,1,2,3,2,2,3,3,2,3,3,1,,,1,0,1,1,3,1,1.5,"Low egocentric Use"
0,1,3,"Mid","Spain",1,3,5,5,5,5,3,5,5,5,5,5,5,5,4.833333333333333,"High",1,2,1,1,1,1,2,1,2,1,2,1,2,9.0,1,1,7,7,7,7,7,5.285714285714286,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,4,1,4,2.5,"High egocentric Use"
0,0,3,"Mid","Spain",2,3,3,5,4,3,4,5,5,4,1,3,1,1,3.25,"High",2,1,2,2,1,2,2,2,2,1,1,2,2,3.0,1,1,7,7,7,7,7,5.285714285714286,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,5,5,5,1,4.0,"High egocentric Use"
0,0,3,"Mid","Spain",2,3,1,3,3,3,2,3,1,2,3,3,2,2,2.3333333333333335,"Low",1,2,2,2,1,2,1,1,1,2,1,1,2,4.0,1,1,7,5,1,2,1,2.5714285714285716,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,3,2,5,4,3.5,"High egocentric Use"
0,0,3,"Mid","Spain",2,3,5,5,2,4,2,5,3,1,1,1,1,1,2.5833333333333335,"Low",2,1,1,1,1,2,2,1,1,2,1,2,2,2.0,3,3,4,1,1,3,1,2.2857142857142856,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,3,3,1,2,1,1.75,"Low egocentric Use"
0,0,3,"Mid","Spain",2,3,3,3,3,3,4,2,1,2,1,5,3,5,2.9166666666666665,"Low",1,1,1,1,2,1,2,1,1,1,1,2,2,6.0,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,2,2,1,1.5,"Low egocentric Use"
0,0,3,"Mid","Spain",2,3,5,5,4,5,4,4,5,1,1,4,2,1,3.4166666666666665,"High",2,2,2,2,1,2,2,1,1,2,2,2,2,2.0,3,3,4,5,2,6,1,3.4285714285714284,3,3,4,5,5,2,5,5,1,4,4,5,3.6923076923076925,2,5,3,1,2,1,1,1.25,"Low egocentric Use"
0,0,3,"Mid","Spain",2,3,5,3,3,3,2,2,2,3,3,4,3,5,3.1666666666666665,"High",1,2,2,2,1,2,1,1,1,1,1,1,2,5.0,1,1,4,5,2,7,6,3.7142857142857144,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,3,1,5,3,3.0,"High egocentric Use"
0,1,3,"Mid","Spain",1,3,4,4,1,1,3,5,4,1,1,1,1,3,2.4166666666666665,"Low",2,2,2,2,1,2,1,1,1,2,1,2,2,2.0,7,7,2,7,1,7,1,4.571428571428571,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,1,1,1,1.0,"Low egocentric Use"
0,1,3,"Mid","Spain",1,3,5,5,4,4,4,4,5,2,1,1,1,1,3.0833333333333335,"High",2,1,2,1,1,2,2,1,1,2,1,2,2,1.0,1,1,2,5,1,3,1,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,1,1,5,2.0,"High egocentric Use"
0,0,3,"Mid","Spain",2,3,5,5,3,4,4,4,3,3,4,4,4,3,3.8333333333333335,"High",2,2,2,1,1,2,2,2,2,1,2,2,1,7.0,1,1,7,7,1,7,7,4.428571428571429,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,4,3,4,1,3.0,"High egocentric Use"
0,1,3,"Mid","Spain",1,5,3,4,3,5,5,5,5,1,1,5,1,1,3.25,"High",2,1,2,1,1,2,2,1,2,2,1,2,2,2.0,1,1,2,5,1,7,1,2.5714285714285716,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,1,1,1,1.0,"Low egocentric Use"
0,0,3,"Mid","Spain",2,3,3,5,5,4,2,5,5,5,5,4,4,3,4.166666666666667,"High",1,2,2,2,1,2,1,1,2,1,2,1,1,8.0,1,1,7,6,1,7,3,3.7142857142857144,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,4,1,5,1,2.75,"High egocentric Use"
0,1,3,"Mid","Spain",1,3,4,4,2,2,3,4,4,3,3,4,4,5,3.5,"High",2,2,2,2,1,1,1,1,1,2,1,2,2,3.0,1,1,2,6,1,3,4,2.5714285714285716,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,3,3,3,2.5,"High egocentric Use"
0,1,3,"Mid","Spain",1,3,5,4,4,4,4,5,5,2,2,5,3,3,3.8333333333333335,"High",2,1,2,2,1,2,2,2,1,1,1,2,1,3.0,1,1,3,5,1,6,2,2.7142857142857144,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,3,1,4,1,2.25,"High egocentric Use"
0,1,3,"Mid","Spain",1,3,5,5,2,2,2,5,5,3,2,4,3,2,3.3333333333333335,"High",1,2,2,2,1,2,2,1,1,2,1,2,2,2.0,1,1,5,4,1,7,2,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,1,4,2,2.0,"High egocentric Use"
0,1,3,"Mid","Spain",1,3,4,3,3,1,4,4,3,1,1,1,1,1,2.25,"Low",2,1,2,2,1,2,1,2,1,2,1,2,2,2.0,1,1,1,4,1,3,1,1.7142857142857142,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,1,1,1,1.0,"Low egocentric Use"
0,1,3,"Mid","Spain",1,3,3,4,2,3,4,3,5,1,1,5,1,4,3.0,"Low",2,1,2,2,1,2,2,2,2,2,2,2,1,4.0,1,1,1,7,1,6,1,2.5714285714285716,5,4,1,1,1,1,1,1,1,1,1,1,1.5384615384615385,1,,,3,4,3,3,3.25,"High egocentric Use"
0,0,3,"Mid","Spain",2,3,3,5,3,4,3,5,4,3,2,3,2,1,3.1666666666666665,"High",1,2,1,2,1,2,1,2,1,2,1,2,1,6.0,1,1,6,4,3,7,1,3.2857142857142856,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,2,3,2,3,2.5,"High egocentric Use"
0,0,3,"Mid","Spain",2,3,2,1,1,1,2,1,1,2,1,4,1,4,1.75,"Low",2,1,2,2,1,2,1,1,1,2,1,2,1,2.0,1,1,7,7,3,7,1,3.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,5,4,5,1,3.75,"High egocentric Use"
0,1,3,"Mid","Spain",1,3,4,3,1,1,5,3,2,1,1,2,1,3,2.25,"Low",2,2,2,2,2,1,2,1,1,1,1,2,1,5.0,2,2,4,7,3,4,2,3.4285714285714284,2,3,4,2,5,2,3,2,1,5,4,1,2.923076923076923,4,1,3,2,1,3,1,1.75,"Low egocentric Use"
0,0,3,"Mid","Spain",2,3,1,1,1,3,3,2,5,1,4,4,2,1,2.3333333333333335,"Low",1,1,1,1,1,2,,2,2,2,1,2,1,,1,1,6,2,1,7,1,2.7142857142857144,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,2,1,4,2,2.25,"High egocentric Use"
0,1,3,"Mid","Spain",1,3,3,4,3,5,3,5,4,3,3,4,3,3,3.5833333333333335,"High",2,2,2,1,1,2,2,2,1,2,1,2,1,4.0,7,7,3,6,1,5,6,5.0,1,1,1,1,1,1,3,1,1,1,1,1,1.1538461538461537,1,1,0,2,3,3,1,2.25,"High egocentric Use"
0,1,3,"Mid","Spain",1,3,3,1,1,1,1,1,1,1,1,1,1,1,1.1666666666666667,"Low",2,1,2,,1,2,2,1,1,2,1,2,2,,1,1,7,7,1,7,1,3.5714285714285716,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,4,1,4,1,2.5,"High egocentric Use"
0,0,3,"Mid","Spain",2,3,1,4,5,3,3,4,5,5,5,5,5,5,4.166666666666667,"High",1,2,2,2,2,1,2,1,2,1,1,2,1,7.0,1,1,6,6,4,7,5,4.285714285714286,1,1,1,2,1,2,1,1,1,1,1,1,1.2307692307692308,2,4,5,3,5,5,1,3.5,"High egocentric Use"
0,0,3,"Mid","Spain",2,3,4,5,4,4,4,5,5,,2,2,3,2,,,2,1,1,1,1,2,2,1,1,2,2,1,2,4.0,1,1,5,3,1,7,1,2.7142857142857144,3,1,2,3,2,2,3,2,2,2,2,2,2.076923076923077,1,1,2,2,1,1,1,1.25,"Low egocentric Use"
0,0,3,"Mid","Spain",2,3,5,5,3,4,4,5,5,2,3,5,2,1,3.6666666666666665,"High",2,2,1,1,1,2,1,2,2,2,2,2,1,8.0,3,3,7,5,4,7,1,4.285714285714286,1,1,2,5,1,3,3,3,2,5,1,1,2.230769230769231,1,2,4,4,1,2,1,2.0,"High egocentric Use"
0,1,3,"Mid","Spain",1,3,5,3,5,4,5,4,3,4,4,5,4,4,4.166666666666667,"High",1,1,1,2,1,1,2,1,2,1,1,1,2,6.0,2,2,3,2,2,3,2,2.2857142857142856,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2,8,4,3,1,3,1,2.0,"High egocentric Use"
0,1,3,"Mid","Spain",1,3,3,4,4,4,4,4,5,3,2,5,2,3,3.5833333333333335,"High",2,2,2,1,2,1,1,2,2,1,2,2,1,10.0,7,7,7,,1,7,1,,1,1,1,1,1,1,1,1,2,1,1,1,1.0769230769230769,1,,,3,2,4,2,2.75,"High egocentric Use"
0,0,3,"Mid","Spain",2,3,3,3,1,2,2,3,5,1,1,4,2,5,2.6666666666666665,"Low",2,1,2,2,2,2,2,1,1,1,1,1,2,3.0,6,6,1,6,3,3,7,4.571428571428571,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,3,1,1,2,1.75,"Low egocentric Use"
0,1,3,"Mid","Spain",1,3,3,2,1,1,3,4,2,1,1,1,1,2,1.8333333333333333,"Low",2,1,2,1,1,2,1,1,1,2,1,2,2,2.0,1,1,1,7,1,2,1,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,1,1,1,1.0,"Low egocentric Use"
0,1,3,"Mid","Spain",1,3,4,5,3,3,1,4,4,3,3,2,3,3,3.1666666666666665,"High",2,2,2,1,1,2,2,1,1,2,1,1,2,3.0,1,1,7,7,1,7,4,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,2,1,2,1,1.5,"Low egocentric Use"
0,1,3,"Mid","Spain",1,3,3,4,5,4,1,5,5,5,3,4,3,2,3.6666666666666665,"High",1,1,1,1,1,1,1,1,2,1,1,2,2,7.0,3,3,7,5,3,7,5,4.714285714285714,2,2,3,2,2,2,4,3,2,3,1,1,2.4615384615384617,5,3,5,3,4,4,3,3.5,"High egocentric Use"
0,0,3,"Mid","Spain",2,3,3,3,2,2,3,5,1,1,1,4,2,4,2.5833333333333335,"Low",2,1,,2,1,2,2,1,1,1,1,2,,,1,1,5,1,1,7,1,2.4285714285714284,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,3,1,1,1,1.5,"Low egocentric Use"
0,0,3,"Mid","Spain",2,3,3,1,1,4,1,3,1,2,2,2,2,2,2.0,"Low",2,1,2,1,1,2,2,1,1,2,1,2,2,1.0,1,1,1,1,1,6,3,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,3,2,2,2.0,"High egocentric Use"
0,0,3,"Mid","Spain",2,3,2,5,1,4,4,5,5,1,1,3,1,1,2.75,"Low",2,1,1,2,1,2,1,1,1,1,1,2,1,4.0,6,6,3,7,1,2,1,3.7142857142857144,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,3,5,1,2.5,"High egocentric Use"
0,1,4,"Low","South Korea",1,4,4,4,4,4,5,5,3,4,4,4,4,4,4.083333333333333,"High",1,2,1,2,1,1,2,1,2,1,2,1,2,8.0,2,2,1,4,1,1,4,2.142857142857143,4,2,2,1,1,1,3,3,1,4,4,1,2.1538461538461537,1,4,3,2,1,1,1,1.25,"Low egocentric Use"
0,1,4,"Low","South Korea",1,4,3,3,3,3,3,3,3,3,3,3,3,3,3.0,"Low",1,1,1,2,1,2,2,1,2,2,1,1,,,4,4,2,3,1,1,1,2.2857142857142856,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3,4,3,,,,,,
0,1,4,"Low","South Korea",1,4,3,4,3,3,2,1,1,1,2,3,3,3,2.4166666666666665,"Low",2,1,2,2,1,2,2,1,1,2,1,2,2,0.0,5,5,3,3,1,1,2,2.857142857142857,3,2,2,2,1,2,3,2,2,3,1,1,2.0,2,6,1,1,1,1,1,1.0,"Low egocentric Use"
0,1,4,"Low","South Korea",1,4,2,4,1,5,3,3,1,3,1,2,3,2,2.5,"Low",2,1,2,2,1,2,2,1,1,2,1,2,2,0.0,1,1,1,5,1,1,5,2.142857142857143,1,1,1,1,1,1,1,,1,1,1,1,,1,,,1,1,1,1,1.0,"Low egocentric Use"
0,1,4,"Low","South Korea",1,4,4,4,3,3,3,3,4,3,4,3,5,5,3.6666666666666665,"High",2,1,1,2,1,2,1,1,1,2,1,2,2,2.0,2,2,1,4,1,1,2,1.8571428571428572,,,,,,,,,,,,,,,4,3,,,,,,
0,1,4,"Low","South Korea",1,4,5,5,5,5,3,5,4,4,5,5,5,5,4.666666666666667,"High",1,2,1,2,1,1,2,1,2,1,1,1,2,7.0,1,1,1,2,1,1,2,1.2857142857142858,2,1,1,1,1,1,2,1,1,1,1,1,1.1538461538461537,1,1,0,1,1,1,1,1.0,"Low egocentric Use"
0,1,4,"Low","South Korea",1,4,3,3,3,3,3,3,3,3,3,3,3,3,3.0,"Low",2,1,2,1,1,2,1,1,1,1,1,1,1,5.0,3,3,1,4,1,1,1,2.0,2,2,2,1,1,1,2,1,1,3,3,1,1.6153846153846154,1,4,3,1,1,1,1,1.0,"Low egocentric Use"
0,1,4,"Low","South Korea",1,4,3,4,3,4,4,4,4,4,4,4,4,4,3.8333333333333335,"High",2,1,1,2,1,2,1,1,1,1,1,2,2,3.0,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,1,1,1,1.0,"Low egocentric Use"
0,1,4,"Low","South Korea",1,4,3,3,3,3,3,3,3,3,3,3,3,3,3.0,"Low",2,1,2,1,1,1,1,1,1,2,2,1,1,6.0,6,6,2,6,1,1,5,3.857142857142857,3,3,4,3,2,3,3,2,5,,2,3,,3,8,4,2,2,3,3,2.5,"High egocentric Use"
0,1,4,"Low","South Korea",1,4,4,4,2,4,4,4,5,3,3,3,3,3,3.5,"High",1,1,1,2,1,1,1,2,2,2,1,2,2,6.0,1,1,1,3,1,1,2,1.4285714285714286,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,1,1,1,1.0,"Low egocentric Use"
0,1,4,"Low","South Korea",1,4,4,4,3,4,4,4,3,3,3,2,2,2,3.1666666666666665,"High",2,2,1,2,2,1,2,2,2,2,2,2,1,8.0,5,5,1,5,1,1,3,3.0,4,3,3,3,3,2,3,3,2,3,3,2,2.769230769230769,2,5,4,2,2,3,1,2.0,"High egocentric Use"
0,1,4,"Low","South Korea",1,4,3,4,3,2,2,2,3,2,2,3,2,3,2.5833333333333335,"Low",1,2,2,2,1,2,1,1,1,2,1,2,2,3.0,1,1,1,5,1,1,4,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,1,1,1,1.0,"Low egocentric Use"
0,1,4,"Low","South Korea",1,4,4,4,4,3,2,2,2,3,4,4,4,4,3.3333333333333335,"High",1,1,2,2,1,2,2,1,1,1,2,2,2,3.0,3,3,1,4,1,1,2,2.142857142857143,3,3,4,3,2,2,2,2,2,4,4,3,2.8461538461538463,3,4,3,1,1,1,1,1.0,"Low egocentric Use"
0,1,4,"Low","South Korea",1,4,3,3,3,2,2,2,4,3,3,2,3,3,2.75,"Low",1,2,1,1,1,1,1,1,1,2,2,2,2,7.0,4,4,2,4,1,1,3,2.7142857142857144,5,5,5,5,5,5,5,2,5,5,5,5,4.769230769230769,5,8,2,2,2,3,4,2.75,"High egocentric Use"
0,1,4,"Low","South Korea",1,4,3,3,3,3,3,3,2,3,2,2,2,2,2.5833333333333335,"Low",2,1,2,2,1,2,1,1,1,2,1,2,2,1.0,2,2,1,5,1,1,4,2.2857142857142856,3,1,1,1,1,1,3,1,1,1,1,1,1.3846153846153846,2,2,1,1,1,1,1,1.0,"Low egocentric Use"
0,1,4,"Low","South Korea",1,4,5,5,5,5,5,5,5,3,3,3,3,3,4.166666666666667,"High",2,2,1,2,1,1,2,2,2,2,1,1,1,7.0,3,3,3,3,1,1,2,2.2857142857142856,3,3,3,1,1,2,3,3,2,4,3,1,2.3846153846153846,2,5,5,2,2,3,2,2.25,"High egocentric Use"
0,1,4,"Low","South Korea",1,4,4,4,5,5,4,5,4,3,4,4,5,4,4.25,"High",1,2,1,2,1,1,2,2,2,2,2,1,1,9.0,3,3,2,2,1,1,3,2.142857142857143,4,3,4,3,2,3,3,3,3,4,2,4,3.1538461538461537,3,8,4,3,3,3,3,3.0,"High egocentric Use"
0,1,4,"Low","South Korea",1,4,5,5,3,5,4,4,2,3,2,3,3,3,3.5,"High",2,1,1,2,1,2,2,1,1,2,1,2,1,2.0,1,1,1,2,1,1,2,1.2857142857142858,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,,,1,1,1,1,1.0,"Low egocentric Use"
